N,P,K,temperature,humidity,ph,rainfall,label
105.67,32.92,30.83,23.72,58.91,6.53,157.13,coffee
114.81,34.4,25.84,27.45,59.44,7.12,126.9,coffee
106.83,20.91,29.38,23.08,53.03,6.14,135.38,coffee
84.0,32.3,25.29,26.09,52.81,7.42,194.31,coffee
89.02,30.36,25.28,27.66,60.46,6.06,144.11,coffee
83.07,24.82,31.7,25.35,57.67,6.18,135.82,coffee
84.01,35.19,26.35,25.98,56.85,6.34,169.35,coffee
98.28,25.0,30.93,25.46,56.07,6.84,171.91,coffee
81.07,26.65,25.58,23.93,61.21,7.3,190.04,coffee
82.8,25.48,30.83,23.74,65.31,7.12,191.78,coffee
80.34,20.42,33.27,26.35,67.89,6.09,165.74,coffee
102.76,15.89,30.14,26.05,53.83,6.41,169.43,coffee
98.73,36.45,28.42,24.33,69.7,7.37,117.46,coffee
110.83,17.76,25.27,24.37,55.39,7.23,175.41,coffee
119.26,32.79,29.18,26.49,69.99,7.07,179.74,coffee
117.53,17.84,32.05,27.25,69.09,6.32,157.83,coffee
107.22,21.19,31.0,24.29,56.67,6.66,159.98,coffee
97.97,27.33,27.99,23.79,50.95,6.29,164.47,coffee
111.44,19.23,26.09,26.75,56.1,7.43,175.72,coffee
93.07,22.24,30.24,23.4,52.35,6.26,180.85,coffee
100.55,15.26,31.74,25.12,60.22,6.32,161.9,coffee
119.17,16.84,27.84,24.21,54.97,6.57,184.54,coffee
116.51,20.06,30.43,26.18,60.44,6.65,131.32,coffee
99.53,25.03,32.96,26.82,52.68,6.13,192.19,coffee
101.42,36.45,25.58,25.63,60.79,7.29,123.3,coffee
89.62,25.16,33.66,27.69,69.85,7.44,115.51,coffee
81.91,18.69,28.49,27.15,67.85,6.28,167.67,coffee
116.69,26.59,26.04,25.29,57.52,6.87,152.29,coffee
80.69,39.85,30.44,25.37,69.09,6.23,131.09,coffee
112.32,21.52,32.99,24.36,50.66,6.78,131.72,coffee
110.31,31.03,34.24,26.91,53.62,7.2,169.55,coffee
106.76,35.81,30.74,25.33,62.73,6.45,130.52,coffee
104.66,20.85,25.8,23.0,62.17,6.54,178.95,coffee
95.01,27.15,29.07,26.25,57.12,7.45,194.57,coffee
113.92,38.01,29.49,25.68,64.84,7.04,190.71,coffee
108.65,39.95,28.49,27.16,63.95,7.04,142.7,coffee
111.42,37.51,27.19,26.13,57.84,7.48,155.7,coffee
89.13,24.55,31.54,23.38,62.07,7.4,187.28,coffee
82.71,39.83,31.99,23.81,50.25,6.26,186.24,coffee
80.87,20.83,32.57,25.93,65.65,7.12,119.3,coffee
115.7,20.68,30.53,26.22,53.37,7.46,156.49,coffee
82.31,38.43,30.86,26.5,60.5,7.25,117.82,coffee
90.74,26.74,25.77,26.53,57.87,6.41,115.29,coffee
108.79,35.85,28.95,25.82,54.55,6.93,116.03,coffee
99.55,31.11,34.18,24.91,65.3,6.9,193.8,coffee
95.94,22.98,33.87,23.25,52.73,6.12,186.66,coffee
80.42,36.54,29.51,23.02,58.03,6.28,168.07,coffee
107.17,27.19,25.41,26.28,66.84,7.08,185.55,coffee
88.02,37.22,28.22,23.07,66.87,7.41,170.72,coffee
89.26,21.29,29.67,27.49,52.99,7.24,139.76,coffee
112.34,38.01,29.27,24.83,66.04,6.79,173.18,coffee
